review,rating,date,bank,source,sentiment_label,sentiment_score,identified_themes
Please apply!cardless cash out system🙏,2,2024-03-17,Dashen,Google Play,negative,-0.9646852612495422,Other
it has a lot of options but it is a slowe while opning by biometric,2,2024-03-17,Dashen,Google Play,negative,-0.9981617331504822,Transaction Performance
The last update is not working correctly so i stop using this app betam huwala ker new dashen bank needs to work on its digital app teams,5,2024-03-17,Dashen,Google Play,negative,-0.9997643828392029,Other
How to use application,5,2024-03-17,Dashen,Google Play,positive,0.9884336590766907,Other
cooooolllllll,5,2024-03-17,Dashen,Google Play,negative,-0.9188387393951416,Other
I prefered you b/cs your service charge is very fair.,5,2024-03-16,Dashen,Google Play,positive,0.9982390403747559,Other
Excellent App And Easy To Use Every where.,5,2024-03-16,Dashen,Google Play,positive,0.999796450138092,Other
ተመችቶናል,4,2024-03-16,Dashen,Google Play,negative,-0.6970565915107727,Other
The best app,5,2024-03-16,Dashen,Google Play,positive,0.9998469352722168,Other
Well done Dashen Bank.,4,2024-03-16,Dashen,Google Play,positive,0.9996711015701294,Other
"The UI/UX experience is already good, but some minor tweaks in font sizes and color can take it to the top-notch level. Imagine the sheer joy and satisfaction your users will feel when they see the polished and refined interface you've created for them. Don't miss the opportunity to impress them even more with these simple yet impactful changes.",5,2024-03-12,Dashen,Google Play,positive,0.9997569918632507,UI & UX
I m the one here in Dashen bank,5,2024-03-06,Dashen,Google Play,positive,0.8516905903816223,Other
improve more,3,2024-03-04,Dashen,Google Play,positive,0.9996280670166016,Other
ለመግባት (login) ቀርፋፋ ነው ።,1,2024-03-04,Dashen,Google Play,negative,-0.9760472774505615,Account Access Issues
I like this,3,2024-03-03,Dashen,Google Play,positive,0.9998672008514404,Other
Longin fails repeatedly,3,2024-02-28,Dashen,Google Play,negative,-0.9996817111968994,Other
One of the best app I have ever seen it's simple to use,5,2024-02-26,Dashen,Google Play,positive,0.9996010661125183,Other
Personal scored,5,2024-02-25,Dashen,Google Play,positive,0.9996507167816162,Other
Welcome,4,2024-02-22,Dashen,Google Play,positive,0.9998117089271545,Other
Needs to be underrated. Bad service,1,2024-02-20,Dashen,Google Play,negative,-0.9994471669197083,Other
Easy to use,4,2024-02-15,Dashen,Google Play,positive,0.9988542795181274,Other
Its nice,5,2024-02-12,Dashen,Google Play,positive,0.999854326248169,Other
Mudeme,5,2024-02-12,Dashen,Google Play,negative,-0.9995138645172119,Other
The upgraded Amole lite app is nice. I’ve loved it. But #USSD CANNOT BE ADJUSTED FOR NEW CUSTOMERS ESPECIALLY THOSE WHO DO NOT HAVE SMARTPHONES. YOU NEED TO IMPROVE THIS ONE,5,2024-02-11,Dashen,Google Play,negative,-0.6763224005699158,Other
Past,5,2024-02-10,Dashen,Google Play,negative,-0.9876970648765564,Other
Open,1,2024-02-09,Dashen,Google Play,positive,0.9997945427894592,Other
receipt downloading is not avialable in this version,1,2024-02-05,Dashen,Google Play,negative,-0.9995287656784058,Other
Not reliable!,1,2024-02-04,Dashen,Google Play,negative,-0.9997972846031189,Other
The last update doesn't work when you chose account to send money on lower Android version,1,2024-02-04,Dashen,Google Play,negative,-0.9993185997009277,Other
Exchange rate is not real,5,2024-02-03,Dashen,Google Play,negative,-0.9997653365135193,Other
Good Security,5,2024-02-03,Dashen,Google Play,positive,0.9998112320899963,Other
"It's good app but i can not see the history of transactions on the app and also updated one is not good can't send always says, choose account",5,2024-02-02,Dashen,Google Play,negative,-0.9947817921638489,Other
Its good,5,2024-02-02,Dashen,Google Play,positive,0.9998385906219482,Other
Happy day,4,2024-02-01,Dashen,Google Play,positive,0.999869704246521,Other
"Disabled taking screenshots so there's no way to share payment confirmation screenshot with people. When you think the app couldn't get any worse, somehow these people find a way to do so.",1,2024-02-01,Dashen,Google Play,negative,-0.9993744492530823,Other
Too technical.,1,2024-02-01,Dashen,Google Play,negative,-0.9996988773345947,Other
🥰🥰🥰🥰,5,2024-02-01,Dashen,Google Play,negative,-0.6970565915107727,Other
Fast and secured,5,2024-02-01,Dashen,Google Play,positive,0.9997352957725525,Other
Good but it need additional work it is slow in respond,3,2024-01-31,Dashen,Google Play,negative,-0.9883924126625061,Transaction Performance
My best,5,2024-01-31,Dashen,Google Play,positive,0.9997593760490417,Other
"l am old customer of dashen bank, i started to use this app almost for five month, in those time i didn't saw any negative on this app, its interesting and you can pay and recieve payment easily. from ethiopian banks i give five star its always seek new technology than ever bank.",5,2024-01-31,Dashen,Google Play,positive,0.9529341459274292,Other
Its nice please add reprint to get the receit,5,2024-01-31,Dashen,Google Play,positive,0.9953243732452393,Other
Amole 100%,5,2024-01-31,Dashen,Google Play,positive,0.9951902627944946,Other
I like it this app,4,2024-01-31,Dashen,Google Play,positive,0.9997456669807434,Other
Smart and best always !,5,2024-01-30,Dashen,Google Play,positive,0.9998660087585449,Other
Dashed Bank A...,5,2024-01-29,Dashen,Google Play,negative,-0.9988144636154175,Other
ያማችኋል አይሰራም,1,2024-01-22,Dashen,Google Play,negative,-0.7850590348243713,Other
since i started using this app its speed and reliability is great as well. it incorporates all technologies. I am very impressed with the modern work you are doing with little effort.,5,2024-01-22,Dashen,Google Play,positive,0.9995009899139404,Transaction Performance
"It doesn't work, it keeps saying ""there was a problem submitting your request. Please try again later"" how come banking app service down all the time. It is very irritating.",1,2024-01-17,Dashen,Google Play,negative,-0.9997333884239197,Other
Excellent quality Applications Dashen bank for ever,5,2024-01-15,Dashen,Google Play,positive,0.9995912909507751,Other
Way,5,2024-01-13,Dashen,Google Play,positive,0.9972752928733826,Other
This is the most ridiculous thing I have ever seen they are on maintenance everyother day,1,2023-12-31,Dashen,Google Play,negative,-0.9992629885673523,Other
Well improved!,4,2023-12-29,Dashen,Google Play,positive,0.9998608827590942,Other
Keeps hanging ..,3,2023-12-24,Dashen,Google Play,positive,0.9495450854301453,Other
It's exceptional,5,2023-12-24,Dashen,Google Play,positive,0.999876856803894,Crashes & Stability
Dashen Bank Amole Lite essy to use and the connection is fast.,5,2023-12-23,Dashen,Google Play,positive,0.9969583749771118,Other
Ita fantastic,5,2023-12-23,Dashen,Google Play,positive,0.9998735189437866,Other
It is best app,5,2023-12-19,Dashen,Google Play,positive,0.9997313618659973,Other
Top,5,2023-12-18,Dashen,Google Play,positive,0.9997069239616394,Other
Dashen Bank is App 🥰👌,5,2023-12-18,Dashen,Google Play,negative,-0.9317956566810608,Other
<> መፈክራችው እና ስራችው አይገናኝም ። በጣም የሚያስጠላ app ነው። ቀድሞ ያልዘመና ነው በአጠቃላይ ጊዜ እና ገንዘብ የሚያከስር app ነው ። keep our time unless uses this app,1,2023-12-18,Dashen,Google Play,negative,-0.9792190194129944,Other
I am very comfortable with the efficiency,5,2023-12-15,Dashen,Google Play,positive,0.9998661279678345,Other
"I tried to use this app for long and failed to do so. Initially, I able to use it even though with difficulty (very slow, need of login and logout) now and then. Then i couldn't use it. I tried to reset with one of the Dashen branch bank but failed",1,2023-12-11,Dashen,Google Play,negative,-0.9991627931594849,Account Access Issues;Transaction Performance
⭐️⭐️⭐️⭐️⭐️,5,2023-12-08,Dashen,Google Play,negative,-0.6970565915107727,Other
Too slow!,1,2023-12-05,Dashen,Google Play,negative,-0.9995868802070618,Transaction Performance
a best tecnology appl.,5,2023-11-26,Dashen,Google Play,positive,0.9997580647468567,Other
This app no working 1 star,1,2023-11-23,Dashen,Google Play,negative,-0.9996235370635986,Other
This app works so good. But i don't get it why it never show incoming fund transfer report? Have you notice this?,3,2023-11-23,Dashen,Google Play,negative,-0.9142484664916992,Transaction Performance
it sስሎው አፕፕ ፕሊስ ቸንግ አንድ ፋሰት,1,2023-11-22,Dashen,Google Play,negative,-0.925662100315094,Other
There is always room for improvement and an opportunity to adopt! keep improving and keep evolving. I would love to see external services provided by the Amole app to utilize and actively operate our banking account. Option to invest in ideas that could build Ethiopian creativity. Yosef ke Dallas,4,2023-11-22,Dashen,Google Play,positive,0.9900099635124207,UI & UX
"Even though I am a long-time Dashen Bank admirer, I find this app hard to use compared to other banks' mobile apps. It has a problem refreshing account balance, I needed to log out and login to see the updated account balance. Overall, user friendliness of the app needs a serious upgrade. I will improve my rating once problems are addressed.",1,2023-11-22,Dashen,Google Play,negative,-0.9978729486465454,Account Access Issues
"very fast ,secure and simply to use i like amole",5,2023-11-15,Dashen,Google Play,positive,0.9991076588630676,Other
The best of the best app,5,2023-11-12,Dashen,Google Play,positive,0.999821126461029,Other
ለአጠቃቀም አመቺ እና ቀላል የሆነ የሞባይል መተግበሪያ ነው ።,5,2023-11-12,Dashen,Google Play,negative,-0.932232677936554,Other
It is a reliable and safe application.,5,2023-11-11,Dashen,Google Play,positive,0.9998156428337097,Other
"Best app, it saves traveling cost plus work time forgone. Simply bank in your home and hand 🙏",5,2023-11-11,Dashen,Google Play,positive,0.9842479228973389,Other
It is compatible.,4,2023-11-11,Dashen,Google Play,positive,0.9997838139533997,Other
It's very good app but always try to open requested update...,4,2023-11-11,Dashen,Google Play,negative,-0.943413257598877,Other
please how can i fix my app it keep saying application error i have tried to uninstall and install again nothing has changed please help,1,2023-11-10,Dashen,Google Play,negative,-0.9988263249397278,Crashes & Stability;Customer Support
"It is too slow application than any one of Ethiopian mobile banking apps. Please make it fast, and its feature beautiful. I am a Dashen Bank Customer and user of this app. Thank you.",2,2023-11-10,Dashen,Google Play,positive,0.9980560541152954,Transaction Performance
Not working sometimes,3,2023-11-09,Dashen,Google Play,negative,-0.9993667006492615,Other
The best one of the internet banking apps I've come across in Ethiopia. Only thing I would like to see added is the ability to get a receipt after the payment has been payed or transferred. Since it only gives a receipt right at the moment of payment and after that there is no way to get a receipt.,5,2023-11-08,Dashen,Google Play,positive,0.919763445854187,Transaction Performance
ምንድን ነው password 🔑 expired የሚለው,5,2023-10-17,Dashen,Google Play,negative,-0.9737004041671753,Account Access Issues
Worst app ever all it does is load and fail plus your customer service on front are not supporting,1,2023-10-17,Dashen,Google Play,negative,-0.9998000264167786,Customer Support
Best app I used it,1,2023-10-14,Dashen,Google Play,positive,0.9970428347587585,Other
Faster secure and best international creadite card is the frist bank ethiopian bank to apply prophational card.,5,2023-10-13,Dashen,Google Play,positive,0.9939363598823547,Other
Excllent,5,2023-10-07,Dashen,Google Play,neutral,0.503244936466217,Other
This is nice adds that I like it.,5,2023-09-30,Dashen,Google Play,positive,0.9998762607574463,Other
It is simple and fast.,5,2023-09-29,Dashen,Google Play,positive,0.9998005032539368,Other
Vary good,2,2023-09-27,Dashen,Google Play,positive,0.9998520612716675,Other
Amazing banking app.,5,2023-09-26,Dashen,Google Play,positive,0.9998632669448853,Other
Great app,5,2023-09-25,Dashen,Google Play,positive,0.999821126461029,Other
Best app ever,5,2023-09-10,Dashen,Google Play,positive,0.9997491240501404,Other
Ashabul,5,2023-09-10,Dashen,Google Play,positive,0.9779728651046753,Other
Best easy and secure app thank you,5,2023-09-08,Dashen,Google Play,positive,0.9998018145561218,Other
Best app Ever!,5,2023-09-03,Dashen,Google Play,positive,0.9997780919075012,Other
"Why not we can pay bill,directly from main account, difficult to transfer repeatedly.",5,2023-09-02,Dashen,Google Play,negative,-0.9992192983627319,Transaction Performance
"Aside of some of it's major flows, the worst one yet is that it doesn't give you the full detail of your transaction history. Like the receiver's name and account number. You've to take a screenshot to document it or send it to the receiver as a confirmation.",2,2023-09-02,Dashen,Google Play,negative,-0.9997442364692688,Other
Good app for use simple and easy,5,2023-09-01,Dashen,Google Play,positive,0.9996581077575684,Other
ባጠቃላይ ባንኩ እወደዋለሁኝ,5,2023-08-31,Dashen,Google Play,negative,-0.8337252736091614,Other
"Like your slogan, you are one step ahead.",5,2023-08-31,Dashen,Google Play,positive,0.9997902512550354,Other
Loved,5,2023-08-30,Dashen,Google Play,positive,0.999881386756897,Other
Very good app and secured,5,2023-08-28,Dashen,Google Play,positive,0.9998586177825928,Other
This app is so simple to use and secured. But while generating receipt or ደረሰኝ its required additional app XML viewer or PDF conversion app. Why? Can we view the receipt through jpg viewers?,4,2023-08-26,Dashen,Google Play,negative,-0.9978798627853394,UI & UX
Not too bad,3,2023-08-19,Dashen,Google Play,positive,0.9989666938781738,Other
Teribble need a lot of work to improve,1,2023-08-19,Dashen,Google Play,negative,-0.9899706244468689,Other
ምርጥየ,5,2023-08-18,Dashen,Google Play,negative,-0.6970565915107727,Other
Baheru ጭስ,2,2023-08-16,Dashen,Google Play,negative,-0.7803628444671631,Other
Wawu,5,2023-08-12,Dashen,Google Play,neutral,0.5730693340301514,Other
Thank Dashen bank,5,2023-08-12,Dashen,Google Play,positive,0.9997907280921936,Other
Simple and secured,5,2023-08-10,Dashen,Google Play,positive,0.9997952580451965,Other
its nice and easg to use.Also its unique part is very fast,5,2023-08-10,Dashen,Google Play,positive,0.999683141708374,Other
It's just ewww the app overall,2,2023-08-10,Dashen,Google Play,negative,-0.9976047277450562,Other
Love it,5,2023-08-09,Dashen,Google Play,positive,0.9998753070831299,Other
Good App.,5,2023-08-09,Dashen,Google Play,positive,0.9998503923416138,Other
Simplify.,5,2023-08-01,Dashen,Google Play,positive,0.9969447255134583,Other
"Abel Balcha, and Abel Solomon, sad to say what is annoying is to read your comment about password. Your comments on password tell your limited knowledge about digital security. Both comments goes against strong security policies; It is meant to protect your assets. Don't be careless on it. Reconsider your review. In a way you are telling how secure this app is. I hope Dashen will respond to disqualify your review points. It is just not fair.",4,2023-07-30,Dashen,Google Play,negative,-0.9915285110473633,Account Access Issues
good👍,4,2023-07-28,Dashen,Google Play,negative,-0.6970565915107727,Other
"I really enjoy this app because by doing anything it could remind me and saying you logged in with this app, if is not you contact this number.. So I like it",5,2023-07-23,Dashen,Google Play,positive,0.9993361830711365,Other
Tell 6836,1,2023-07-22,Dashen,Google Play,negative,-0.9464446902275085,Other
"The login should be auto filled,",3,2023-07-20,Dashen,Google Play,negative,-0.9990450739860535,Account Access Issues
የአንድ ጊዜ ምስጥር ቁጥር ቶሎ አይመጣም ብዙ ሰዓት ያስጠብቃል ማሻሻያ ይደረግ,2,2023-07-20,Dashen,Google Play,negative,-0.944585382938385,Other
Used balance check app,5,2023-07-14,Dashen,Google Play,negative,-0.9891077280044556,Other
Nice so perfect,5,2023-07-06,Dashen,Google Play,positive,0.9998693466186523,Other
It is easy to use,5,2023-07-04,Dashen,Google Play,positive,0.9991773962974548,Other
This appi is 👍Good,3,2023-06-09,Dashen,Google Play,negative,-0.9003694653511047,Other
ጥሩ ነው ግን chrom ላይ password save አድርጎ ያቆያል,5,2023-06-09,Dashen,Google Play,negative,-0.9879748821258545,Account Access Issues
Thankz,3,2023-06-08,Dashen,Google Play,positive,0.9998202919960022,Other
Why should change password it's not good if ur client forget password it can be exhausted for client,2,2023-06-08,Dashen,Google Play,negative,-0.9995655417442322,Account Access Issues
OTP not send on time while processing any transactions by this app.,4,2023-06-07,Dashen,Google Play,negative,-0.9874594211578369,Transaction Performance
"It is simple to use, one annoying thing is, it demands you to change passward frequently and then, when we get confused which passward we used last time, it locks you out, if you put wrong passward and then tells to go to your bank, which may be miles away. Please make the frequency of passward change less frequent.",2,2023-06-06,Dashen,Google Play,negative,-0.9949560761451721,Other
good upp,1,2023-06-06,Dashen,Google Play,positive,0.9998412132263184,Other
Five star,5,2023-05-26,Dashen,Google Play,positive,0.9985104203224182,Other
It's amazing app use it!,5,2023-05-21,Dashen,Google Play,positive,0.9998551607131958,Other
"I really enjoy using the amole app simple and easy. I hope the developers add card management services like change your pin, disable card and so on other than that I enjoy using amole it's great 👍",5,2023-05-16,Dashen,Google Play,positive,0.9974088072776794,Account Access Issues
I can't update amole lite and when I try to use the old version it can't log on to my account.,3,2023-05-13,Dashen,Google Play,negative,-0.999097466468811,Other
It's good and easy to user from any branch. I say Continue ahead,5,2023-05-10,Dashen,Google Play,positive,0.9998160004615784,Other
ፈጣን እና ምርጥ ባንክ ነው mobile banking ደሞ በታም ኣሪፍ አና ተሎ የሚደርስ ከሌላ bank የተለየ ነው ቀጥሉበት ፡፡ እናመሰግናለን,5,2023-05-05,Dashen,Google Play,negative,-0.9499198198318481,Other
This app is not expected from a bank that says they are pioneer in adapting technology.its user interface is worst than other bank its not intuitive at all .it needs lots of work,3,2023-04-28,Dashen,Google Play,negative,-0.9996604919433594,UI & UX
Best Application,5,2023-04-08,Dashen,Google Play,positive,0.9998098015785217,Other
ለ ንግድ ስራ yamehon 6 war yamemalsew tenshe bedr eflgalhu,4,2023-03-29,Dashen,Google Play,negative,-0.9837908148765564,Other
It`s good.but the transaction fee to other bank is too much,3,2023-03-28,Dashen,Google Play,negative,-0.9966993927955627,Other
Gaariidha!!!,5,2023-03-26,Dashen,Google Play,positive,0.997234046459198,Other
Good app it is useful for business activities .,5,2023-03-25,Dashen,Google Play,positive,0.9994930028915405,Other
Account is locked out without any wrong password retries 3 times. Sending OTP is unnecessary because it has its own username and password.we can not make transfer without having SIM card on hands.if it require SIM card why we not use USSD no need of app instead .it makes discomfort for using,3,2023-03-20,Dashen,Google Play,negative,-0.9987782835960388,Account Access Issues;Transaction Performance;UI & UX
Good and reliable service,5,2023-03-19,Dashen,Google Play,positive,0.9998660087585449,Other
"Best app I have ever seen woderfull, always one step ahead.",5,2023-03-19,Dashen,Google Play,positive,0.9996339082717896,Other
Good application for people needs,5,2023-03-18,Dashen,Google Play,positive,0.9997090697288513,Other
What the hell are you doing. How can you release an app update and completely ruin everything. I can even login to begin with. You took it from a 5 to a 1.,1,2023-03-18,Dashen,Google Play,negative,-0.9997566342353821,Account Access Issues;UI & UX
comfortable,5,2023-03-18,Dashen,Google Play,positive,0.9998550415039062,Other
Really what amazing application whcih easily friendly and convinant more finally I would like to say it alawyas updated and modified many times it lacks consistancy.,5,2023-03-13,Dashen,Google Play,positive,0.9274631142616272,Other
This is good app,4,2023-03-08,Dashen,Google Play,positive,0.9998615980148315,Other
Best mobile bank in Ethiopia i can access this service through different way. I love it,5,2023-02-27,Dashen,Google Play,positive,0.9997219443321228,Account Access Issues
You have made the app more user friendly and easier to access any informantion. Great work from the developers. 👏👏👏,5,2023-02-18,Dashen,Google Play,positive,0.9986611604690552,Account Access Issues
"It is easy to use, fast and secure. I love it keep up the good work!",5,2023-02-15,Dashen,Google Play,positive,0.9998844861984253,Other
"Secure,Fast and Easy👍",5,2023-02-10,Dashen,Google Play,positive,0.9996066689491272,Other
Dashin Bank,5,2023-02-05,Dashen,Google Play,positive,0.9924732446670532,Other
It's good thanks you,5,2023-02-05,Dashen,Google Play,positive,0.9998435974121094,Other
"Its very easy and usefull app,keep it up your good service.",5,2023-02-02,Dashen,Google Play,positive,0.9991945624351501,Other
It's very good,5,2023-01-25,Dashen,Google Play,positive,0.9998470544815063,Other
Malif kani yeroo yerodhani update gafat kuni imo rakisadha,2,2023-01-19,Dashen,Google Play,negative,-0.852593719959259,Other
ይመቻል,5,2023-01-10,Dashen,Google Play,negative,-0.6970565915107727,Other
"This version is better from the previous one, it's speed is admirable!",4,2023-01-01,Dashen,Google Play,positive,0.9998633861541748,Transaction Performance
Good app.,5,2022-12-30,Dashen,Google Play,positive,0.9998503923416138,Other
Thanks for this application,5,2022-12-29,Dashen,Google Play,positive,0.9997004270553589,Other
Abin kun hedduu midhagadhaa 👍😍,5,2022-12-28,Dashen,Google Play,negative,-0.9538558721542358,Other
It is very good,5,2022-12-28,Dashen,Google Play,positive,0.9998561143875122,Other
Doesn't open.,1,2022-12-24,Dashen,Google Play,negative,-0.9997373223304749,Other
Why is not working,3,2022-12-18,Dashen,Google Play,negative,-0.9996384382247925,Other
It's nice app tanks befor.,5,2022-12-18,Dashen,Google Play,positive,0.9994992017745972,Other
"It's a good app. I like the summery it gives after every transaction. The problem is its asking me to update, when I try to update, it won't.",4,2022-12-15,Dashen,Google Play,positive,0.9982465505599976,Other
It is helpful for my transactions.,5,2022-12-13,Dashen,Google Play,positive,0.9978218078613281,Customer Support
Fantastic app,5,2022-12-13,Dashen,Google Play,positive,0.9998588562011719,Other
"It is nice app, secure. The problem is, it can not remember accounts I have previously transferred to. I have to manually enter account number every time I want to make transfers. The CBE app remembers previously used accounts. Learn from them.",4,2022-12-09,Dashen,Google Play,positive,0.9664818048477173,Transaction Performance
It's a great app,5,2022-12-08,Dashen,Google Play,positive,0.999862790107727,Other
Bad app,5,2022-12-07,Dashen,Google Play,negative,-0.9997212290763855,Other
Leading bank good job,4,2022-12-07,Dashen,Google Play,positive,0.9998157620429993,Other
"The app is good but It could not syncronize the wallet and the telephone number which is attached to my account. It alerts like ''The Mobile Number is Already registered, Search with customer ID xxxxxxxxxxx''. Try to correct it pls.",3,2022-12-06,Dashen,Google Play,negative,-0.9890668392181396,Other
v. good app,5,2022-11-27,Dashen,Google Play,positive,0.9952701926231384,Other
App,5,2022-11-25,Dashen,Google Play,positive,0.9684572219848633,Other
"Best Mobile Money in Ethiopia ,one thing missing ,Content sales like concert tickets ,have to embedded in the app ,users should not got to other channels for tickets sales",5,2022-11-25,Dashen,Google Play,negative,-0.9862224459648132,Other
Amole lite app is the best upgraded version of dashen bank..... I'm happy by this version and I recommend other to used this app... Thank u,5,2022-11-25,Dashen,Google Play,positive,0.9996452331542969,Other
My best app,2,2022-11-23,Dashen,Google Play,positive,0.9997714161872864,Other
Better keep it up,5,2022-11-19,Dashen,Google Play,positive,0.970720112323761,Other
I always love using dashen bank. Its true and simple,5,2022-11-18,Dashen,Google Play,positive,0.9997848868370056,Other
Interesting and nice mobile banking platform compare with other private banks,4,2022-11-16,Dashen,Google Play,positive,0.9997358918190002,Other
"very simple , fast and friendly interface. with the option to use while we r offline (the thing i liked most about it). very good improvement.",5,2022-11-13,Dashen,Google Play,positive,0.9997695088386536,UI & UX
DASHEN BANK ALWAYS ONE STEP AHEAD!!!,5,2022-11-08,Dashen,Google Play,positive,0.9996034502983093,Other
The structure of the application is okay but it's not work as they expected,1,2022-11-03,Dashen,Google Play,negative,-0.9995359182357788,Other
Arif app new bebekule enen xeqmognal,4,2022-11-03,Dashen,Google Play,negative,-0.9840218424797058,Other
Simple app,5,2022-10-31,Dashen,Google Play,positive,0.9935141801834106,Other
"It,s ok",5,2022-10-30,Dashen,Google Play,positive,0.9998308420181274,Other
ሐኘአገከገከጨጰገከ,3,2022-10-27,Dashen,Google Play,negative,-0.6970565915107727,Other
"Best, app is more accessible by wi_fi rather than mob data, since is better improve on it!!!!",5,2022-10-18,Dashen,Google Play,negative,-0.6168791651725769,Account Access Issues
Good app but it needs some improvement on speed and amount transfer limit,5,2022-10-15,Dashen,Google Play,negative,-0.9882025122642517,Transaction Performance
Always one step a head,5,2022-10-11,Dashen,Google Play,positive,0.9909241795539856,Other
"The update description says ""Now you can send funds to your Telebirr Wallet from your bank account"". But it's not available yet please fix it. It is fixed now Thanks 👍",5,2022-09-15,Dashen,Google Play,negative,-0.9813169240951538,Other
"Much better than the Amole app, but still needs some improvements. On the transfer screen, the type of transfers' names are missing. Also some of fonts look faded.",4,2022-09-14,Dashen,Google Play,negative,-0.9996968507766724,Transaction Performance
ወድጄዋለው,4,2022-09-11,Dashen,Google Play,negative,-0.6970565915107727,Other
Best app ❤,5,2022-09-08,Dashen,Google Play,positive,0.999170184135437,Other
Excellent! The improvements are also appreciated. But the fact that the app doesn't have language option is one point that has to be improved.,1,2022-09-08,Dashen,Google Play,neutral,-0.5486404895782471,Other
What I like about Amole is it send otp for every transaction and make your transaction more secure. But it will be more secure if you make otp only via SMS.,5,2022-09-07,Dashen,Google Play,negative,-0.8808407187461853,Other
The greatest app,5,2022-09-07,Dashen,Google Play,positive,0.9998036026954651,Other
very easy to use and added features! keep it up!!! always one step ahead!,5,2022-09-07,Dashen,Google Play,positive,0.9998177886009216,Other
Keep your great work. Absolutely wonderful and Secured App. May be the best mobile banking software in the country. If there is 10 stars i will give.,5,2022-08-25,Dashen,Google Play,positive,0.9998602867126465,Other
The best mobile banking app ever in banking industry.I can't complain anymore what a good work colleague's. VAMOS,5,2022-08-15,Dashen,Google Play,positive,0.999534010887146,Other
very nice !! And please add telebirr access same!?,5,2022-08-15,Dashen,Google Play,positive,0.9996600151062012,Account Access Issues
"I like the fact that it sends you a SMS message every time your log in to the application. So if a malicious user access my account, I know straight away. This feature is unique. Excellent job Dashen!",4,2022-08-11,Dashen,Google Play,positive,0.9990050196647644,Account Access Issues
It is the best app,5,2022-08-11,Dashen,Google Play,positive,0.9998503923416138,Other
Always one step ahead,5,2022-08-02,Dashen,Google Play,positive,0.9997699856758118,Other
Its not god,5,2022-07-30,Dashen,Google Play,negative,-0.9827607870101929,Other
Its user friendly 🤙🤙 after using this lite app its fast and easy😊. ‼️remove the first amole app‼️,5,2022-07-18,Dashen,Google Play,negative,-0.9991980195045471,Other
Nice and attractive application developed. Wonderful,5,2022-07-18,Dashen,Google Play,positive,0.9998834133148193,Other
Amole lite is very simple for any kind of payments. Thank you Dashen Bank!!,5,2022-07-18,Dashen,Google Play,positive,0.9980418682098389,Other
በጣም አሪፍ!!! ከቀድሞው የተሻለ ቀለል ያለ app ነው። ተመችቶኛል❤,4,2022-07-18,Dashen,Google Play,negative,-0.840030312538147,Other
I have been waiting for this a long time. Amazing app...Thanks Dashen Bank...Always one step ahead.,5,2022-07-16,Dashen,Google Play,positive,0.9998321533203125,Other
This app is simple to use and has  receipts for all transactions. Really enjoying it,5,2022-07-16,Dashen,Google Play,positive,0.9996896982192993,Other
Very easy to use and improved performance. 👌 The functionalities are also well put. Highly recommended. Thank you Dashen!!,5,2022-07-16,Dashen,Google Play,positive,0.9998612403869629,Other
It is very easy and fast,5,2022-07-16,Dashen,Google Play,positive,0.9995892643928528,Other
